"","international.plan","voice.mail.plan","number.vmail.messages","number.customer.service.calls","total.charge","charge_category","minutes_category","Avg_Min_call","Churn"
"846","1","2",1.64864045866982,"1",1.64113693097874,"3","3","3","1"
"847","1","1",-0.567533059487881,"1",0.346568586472223,"3","3","3","2"
"848","1","2",1.82940612560545,"1",-0.717744472331989,"2","2","3","1"
"849","1","1",-0.567533059487881,"0",0.892066087363518,"3","3","3","1"
"850","1","1",-0.567533059487881,"2",0.416732214304254,"3","2","2","1"
"851","1","1",-0.567533059487881,"0",0.55705946996832,"3","2","2","1"
"852","2","1",-0.567533059487881,"3",-0.135682827359213,"2","2","2","2"
"853","1","1",-0.567533059487881,"3",1.33972979733409,"3","3","3","1"
"854","1","1",-0.567533059487881,"3",-0.276010083023277,"2","3","3","1"
"855","1","2",1.2881617934876,"2",1.12825069372768,"3","3","3","1"
"856","1","1",-0.567533059487881,"2",0.937524212437792,"3","3","2","1"
"857","1","1",-0.567533059487881,"1",-0.486500966519375,"2","2","2","1"
"858","1","1",-0.567533059487881,"1",0.144971683968918,"3","3","3","1"
"859","1","2",2.29332983884932,"1",0.0876549175709193,"3","2","2","1"
"860","1","1",-0.567533059487881,"3",1.9632966869399,"3","3","3","2"
"861","1","1",-0.567533059487881,"2",-0.117894865373627,"2","2","2","1"
"862","1","1",-0.567533059487881,"1",-0.390643615819275,"2","2","2","1"
"863","1","2",2.3706504577233,"3",-0.0121553135704225,"2","3","2","1"
"864","1","1",-0.567533059487881,"1",0.189441588932881,"3","2","2","1"
"865","1","1",-0.567533059487881,"3",-0.964799499909568,"2","2","2","1"
"866","1","1",-0.567533059487881,"4",0.0352792517244731,"2","2","2","1"
"867","1","2",1.52012365010954,"0",1.01855826148324,"3","3","2","1"
"868","1","1",-0.567533059487881,"1",-1.05472752994781,"2","2","2","1"
"869","1","1",-0.567533059487881,"0",0.191418029153502,"3","2","2","1"
"870","2","1",-0.567533059487881,"2",0.227982173234985,"3","3","2","1"
"871","1","1",-0.567533059487881,"0",-0.457842583320375,"2","3","2","1"
"872","1","1",-0.567533059487881,"4",1.84075739326142,"3","3","3","2"
"873","1","2",-0.567533059487881,"1",0.423649755076427,"3","3","3","1"
"874","1","1",-0.567533059487881,"1",0.520495325886839,"3","3","3","1"
"875","1","1",-0.567533059487881,"5",-0.0991186832777307,"2","2","2","1"
"876","1","2",0.592276223621797,"1",-0.315538887435691,"2","2","2","1"
"877","1","1",-0.567533059487881,"1",-0.191023153536589,"2","3","2","1"
"878","2","1",-0.567533059487881,"1",0.981994117401756,"3","2","2","1"
"879","1","1",-0.567533059487881,"1",0.536306847651804,"3","2","3","1"
"880","1","2",1.98404736335341,"4",1.59172592546322,"3","3","3","1"
"881","1","1",-0.567533059487881,"1",-0.269092542251105,"2","2","3","1"
"882","1","1",-0.567533059487881,"3",-0.62682822218344,"2","3","2","1"
"883","1","1",-0.567533059487881,"1",-0.00326133257763003,"2","2","2","1"
"884","1","1",-0.567533059487881,"1",-0.859059948106365,"2","2","2","1"
"885","1","1",-0.567533059487881,"2",0.690469184860212,"3","2","3","1"
"886","1","2",1.44280303123556,"2",1.43756358825481,"3","3","3","1"
"887","1","2",1.82940612560545,"0",-1.37392262557804,"2","2","2","1"
"888","1","1",-0.567533059487881,"1",0.415743994193945,"3","3","3","1"
"889","1","1",-0.567533059487881,"2",0.374238749560911,"3","3","3","1"
"890","1","1",-0.567533059487881,"0",-1.06065685060967,"2","2","2","1"
"891","1","1",-0.567533059487881,"0",0.197347349815365,"3","3","3","1"
"892","1","1",-0.567533059487881,"1",-1.59824859061848,"2","2","2","1"
"893","1","2",1.52012365010954,"1",-0.0131435336807326,"2","2","3","2"
"894","2","1",-0.567533059487881,"2",-0.185093832874728,"2","2","2","1"
"895","1","1",-0.567533059487881,"4",-1.24446579112739,"2","2","2","2"
"896","1","1",-0.567533059487881,"2",-0.279962963464519,"2","2","2","1"
"897","1","1",-0.567533059487881,"2",-1.14366733987574,"2","2","2","1"
"898","1","2",2.13868860110137,"0",0.714186467507661,"3","3","2","1"
"899","1","1",-0.567533059487881,"1",-0.37779675438524,"2","3","2","1"
"900","1","2",1.90672674447943,"1",0.973100136408963,"3","3","3","1"
"901","2","2",1.6747648878575,"0",-1.23952469057584,"2","2","2","1"
"902","1","1",-0.567533059487881,"2",2.56512273411888,"4","3","2","2"
"903","1","1",-0.567533059487881,"7",-0.0991186832777307,"2","3","2","1"
"904","1","1",-0.567533059487881,"0",0.230946833565916,"3","2","2","1"
"905","1","1",-0.567533059487881,"1",1.53935025961678,"3","3","3","2"
"906","1","1",-0.567533059487881,"4",-0.791860980605264,"2","2","2","2"
"907","1","1",-0.567533059487881,"0",0.250711235772122,"3","2","2","1"
"908","1","2",1.2881617934876,"1",-1.43222761208635,"2","2","3","1"
"909","1","1",-0.567533059487881,"6",0.0896313577915396,"3","2","3","1"
"910","1","2",1.36548241236158,"0",-1.81368057466613,"2","2","2","1"
"911","1","2",1.90672674447943,"0",-0.571487896006063,"2","2","2","1"
"912","1","1",-0.567533059487881,"5",2.58884001676633,"4","4","3","2"
"913","1","1",-0.567533059487881,"2",-1.17627860351598,"2","2","2","1"
"914","1","2",1.2881617934876,"1",1.82593409160677,"3","4","3","1"
"915","1","1",-0.567533059487881,"0",2.18532423359894,"4","4","3","2"
"916","1","1",-0.567533059487881,"2",-1.90756148514561,"2","2","2","1"
"917","1","1",-0.567533059487881,"2",-0.421278439238894,"2","3","2","1"
"918","1","1",-0.567533059487881,"0",-1.53895538399986,"2","2","2","1"
"919","1","1",-0.567533059487881,"1",1.23300202542058,"3","3","3","1"
"920","1","1",-0.567533059487881,"1",-0.241422379162417,"2","2","2","1"
"921","1","1",-0.567533059487881,"1",-1.62394231348655,"2","2","2","1"
"922","1","1",-0.567533059487881,"1",-1.15354954097884,"2","2","3","1"
"923","1","1",-0.567533059487881,"1",1.21323762321437,"3","3","3","1"
"924","1","1",-0.567533059487881,"1",-1.16145530186132,"2","2","2","1"
"925","1","1",-0.567533059487881,"1",-0.758261496854713,"2","2","2","1"
"926","1","1",-0.567533059487881,"1",-2.62698572545152,"1","1","2","1"
"927","1","1",-0.567533059487881,"0",-0.303680246111967,"2","2","2","1"
"928","1","2",1.2881617934876,"0",-1.12390293766953,"2","2","2","1"
"929","1","2",1.2881617934876,"2",-0.612004920528785,"2","2","2","1"
"930","1","1",-0.567533059487881,"1",0.532353967210561,"3","3","2","1"
"931","1","1",-0.567533059487881,"0",-0.22165797695621,"2","3","2","1"
"932","1","1",-0.567533059487881,"1",-1.72770542506913,"2","2","2","1"
"933","1","1",-0.567533059487881,"1",1.02646402236572,"3","3","3","1"
"934","2","1",-0.567533059487881,"1",-0.723673792993851,"2","2","2","2"
"935","1","1",-0.567533059487881,"1",-1.52017920190397,"2","2","2","1"
"936","1","1",-0.567533059487881,"4",1.27846015049485,"3","3","3","1"
"937","1","2",2.29332983884932,"0",0.289251820074224,"3","3","3","1"
"938","1","1",-0.567533059487881,"2",0.128171942093642,"3","2","2","1"
"939","1","1",-0.567533059487881,"1",-0.680192108140198,"2","2","3","1"
"940","1","1",-0.567533059487881,"2",-1.18912546495001,"2","2","2","1"
"941","1","1",-0.567533059487881,"0",0.30901622228043,"3","3","2","1"
"942","1","1",-0.567533059487881,"2",0.310004442390741,"3","3","3","1"
"943","1","1",-0.567533059487881,"0",0.198335569925675,"3","2","2","1"
"944","1","1",-0.567533059487881,"1",0.627223097800352,"3","3","3","1"
"945","1","2",1.59744426898352,"4",-0.354079471737793,"2","2","2","2"
"946","1","1",-0.567533059487881,"2",-0.290833384677932,"2","2","2","1"
"947","1","1",-0.567533059487881,"2",1.90400348032128,"3","3","3","2"
"948","1","2",1.59744426898352,"1",-0.333326849421276,"2","2","2","1"
"949","1","1",-0.567533059487881,"1",-0.529982651373029,"2","2","2","1"
"950","1","1",-0.567533059487881,"1",1.03832266368945,"3","3","3","1"
"951","1","1",-0.567533059487881,"1",-1.14663200020667,"2","2","2","1"
"952","1","1",-0.567533059487881,"4",-0.148529688793247,"2","2","3","1"
"953","1","1",-0.567533059487881,"3",-0.135682827359213,"2","2","2","1"
"954","1","2",2.44797107659728,"2",-0.123824186035489,"2","2","2","1"
"955","1","1",-0.567533059487881,"2",-0.165329430668521,"2","3","2","1"
"956","1","2",2.06136798222739,"0",-0.224622637287141,"2","2","2","1"
"957","1","2",1.21084117461363,"2",0.289251820074224,"3","3","3","1"
"958","2","1",-0.567533059487881,"0",0.140030583417366,"3","3","3","1"
"959","1","2",1.21084117461363,"3",0.761621032802555,"3","3","2","1"
"960","1","1",-0.567533059487881,"2",-0.926258915607466,"2","2","2","1"
"961","1","1",-0.567533059487881,"3",0.345580366361912,"3","3","3","1"
"962","1","1",-0.567533059487881,"0",1.24881354718554,"3","3","3","1"
"963","1","1",-0.567533059487881,"3",0.127183721983332,"3","2","2","1"
"964","1","2",1.75208550673147,"1",-0.411396238135791,"2","3","3","1"
"965","1","2",1.82940612560545,"1",0.282334279302052,"3","3","2","1"
"966","1","1",-0.567533059487881,"0",0.0204559500698171,"2","2","2","1"
"967","1","2",1.13352055573965,"2",0.436496616510462,"3","3","3","2"
"968","1","1",-0.567533059487881,"0",0.37127408922998,"3","2","2","1"
"969","1","2",1.98404736335341,"1",0.235887934117466,"3","3","2","2"
"970","1","1",-0.567533059487881,"0",0.330757064707257,"3","2","3","1"
"971","1","1",-0.567533059487881,"1",0.256640556433984,"3","3","3","1"
"972","1","1",-0.567533059487881,"3",0.281346059191742,"3","3","3","1"
"973","1","1",-0.567533059487881,"1",0.331745284817568,"3","2","2","1"
"974","1","1",-0.567533059487881,"0",-1.03792778807253,"2","2","2","1"
"975","1","2",1.82940612560545,"6",-0.270080762361415,"2","2","3","1"
"976","1","1",-0.567533059487881,"0",2.47618292419096,"4","3","3","2"
"977","1","1",-0.567533059487881,"0",-1.06164507071998,"2","2","3","1"
"978","1","2",1.05619993686567,"4",-1.11599717678705,"2","2","2","2"
"979","1","1",-0.567533059487881,"4",2.37340803271868,"4","3","3","2"
"980","1","1",-0.567533059487881,"0",-1.1021620952427,"2","2","2","1"
"981","1","1",-0.567533059487881,"3",-0.0101788733498023,"2","2","2","1"
"982","1","2",1.2881617934876,"1",-0.612004920528785,"2","3","3","1"
"983","1","2",1.98404736335341,"1",-0.653510165161819,"2","2","2","1"
"984","1","1",-0.567533059487881,"1",0.799173396994348,"3","3","3","1"
"985","1","1",-0.567533059487881,"1",0.221064632462813,"3","3","3","1"
"986","2","1",-0.567533059487881,"1",0.736309182446811,"4","4","4","2"
"987","1","2",0.592276223621797,"1",-1.56366088675762,"2","2","2","1"
"988","2","2",1.52012365010954,"1",1.84471027370266,"3","3","3","2"
"989","1","1",-0.567533059487881,"3",-0.581370097109165,"2","2","2","1"
"990","1","1",-0.567533059487881,"1",1.33874157722378,"3","3","2","1"
"991","1","2",1.82940612560545,"0",0.964206155416171,"3","3","3","1"
"992","1","2",2.13868860110137,"2",-0.337279729862516,"2","2","2","1"
"993","1","2",1.44280303123556,"1",-2.58745692103911,"1","1","1","1"
"994","1","1",-0.567533059487881,"0",-1.17430216329536,"2","2","2","1"
"995","1","2",1.98404736335341,"3",1.53836203950646,"3","3","3","1"
"996","1","1",-0.567533059487881,"1",-0.554688154130788,"2","2","2","1"
"997","1","1",-0.567533059487881,"0",-1.11599717678705,"2","2","2","1"
"998","1","1",-0.567533059487881,"2",0.545200828644596,"3","2","3","1"
"999","1","1",-0.567533059487881,"0",0.260593436875225,"3","3","3","1"
"1000","1","1",-0.567533059487881,"0",-0.553699934020476,"2","2","2","1"
"1001","1","1",-0.567533059487881,"2",1.56010288193329,"3","3","2","2"
"1002","1","1",-0.567533059487881,"1",-0.983575682005464,"2","2","2","1"
"1003","1","2",1.90672674447943,"2",-0.910447393842501,"2","2","2","1"
"1004","1","2",2.3706504577233,"0",-0.155447229565418,"2","2","3","1"
"1005","1","2",1.52012365010954,"1",-0.294786265119174,"2","2","2","1"
"1006","2","1",-0.567533059487881,"2",-0.0210492945632157,"2","2","2","1"
"1007","1","1",-0.567533059487881,"2",0.800161617104657,"3","3","3","1"
"1008","1","1",-0.567533059487881,"1",-0.677227447809266,"2","2","3","1"
"1009","1","2",2.67993293321922,"2",-1.45495667462349,"2","2","2","1"
"1010","1","1",-0.567533059487881,"3",-0.373843873943999,"2","2","2","1"
"1011","1","1",-0.567533059487881,"0",1.26561328906082,"3","3","2","1"
"1012","1","1",-0.567533059487881,"2",0.0817255969090579,"3","3","3","1"
"1013","1","1",-0.567533059487881,"2",-1.08931523380867,"2","2","2","1"
"1014","1","1",-0.567533059487881,"1",-0.294786265119173,"2","2","3","1"
"1015","1","1",-0.567533059487881,"0",-1.590342829736,"2","2","2","1"
"1016","1","1",-0.567533059487881,"0",1.02053470170386,"3","3","3","1"
"1017","1","1",-0.567533059487881,"1",-1.09425633436022,"2","2","2","1"
"1018","1","1",-0.567533059487881,"2",0.165724306285434,"3","3","2","1"
"1019","1","1",-0.567533059487881,"1",1.54330314005802,"3","3","3","2"
"1020","1","1",-0.567533059487881,"1",-0.908470953621881,"2","2","2","1"
"1021","1","2",1.98404736335341,"2",-0.355067691848103,"2","2","2","1"
"1022","1","1",-0.567533059487881,"1",-0.93811755693119,"2","2","2","1"
"1023","1","1",-0.567533059487881,"0",-0.741461754979437,"2","2","2","1"
"1024","1","1",-0.567533059487881,"2",-1.09129167402929,"2","2","2","1"
"1025","2","1",-0.567533059487881,"1",-0.187070273095348,"2","3","3","1"
"1026","1","2",0.282993748125883,"1",2.25383339937113,"4","4","3","1"
"1027","1","2",1.59744426898352,"2",-0.862024608437296,"2","2","2","1"
"1028","2","1",-0.567533059487881,"1",0.954323954313067,"3","3","3","2"
"1029","1","1",-0.567533059487881,"1",0.670704782654007,"3","3","2","1"
"1030","1","1",-0.567533059487881,"0",0.900960068356309,"3","3","3","1"
"1031","1","2",2.67993293321922,"2",0.906889389018173,"3","3","3","2"
"1032","1","1",-0.567533059487881,"1",-1.09326811424991,"2","2","2","1"
"1033","1","1",-0.567533059487881,"1",0.410802893642393,"3","2","3","1"
"1034","1","1",-0.567533059487881,"2",0.296169360846396,"3","2","2","1"
"1035","1","1",-0.567533059487881,"2",-1.33834670160687,"2","2","2","1"
"1036","1","1",-0.567533059487881,"2",0.113348640438987,"3","2","2","1"
"1037","1","2",1.90672674447943,"3",-0.65548660538244,"2","2","2","1"
"1038","2","1",-0.567533059487881,"0",-1.18418436439846,"2","2","2","1"
"1039","1","1",-0.567533059487881,"5",-2.01330103694881,"1","1","2","2"
"1040","1","1",-0.567533059487881,"2",-0.594216958543199,"2","3","3","1"
"1041","1","1",-0.567533059487881,"4",0.46219033937853,"3","3","3","1"
"1042","1","2",2.3706504577233,"0",1.19940254167002,"3","3","3","1"
"1043","2","2",1.2881617934876,"0",-1.43420405230697,"2","2","2","1"
"1044","1","1",-0.567533059487881,"3",-0.372855653833689,"2","2","2","1"
"1045","2","1",-0.567533059487881,"4",0.0540554338203682,"3","2","2","1"
"1046","1","1",-0.567533059487881,"4",0.0293499310626096,"2","3","2","1"
"1047","1","1",-0.567533059487881,"0",1.07389858766062,"3","3","3","1"
"1048","1","1",-0.567533059487881,"0",-0.0586016587550073,"2","3","3","1"
"1049","1","1",-0.567533059487881,"0",0.536306847651804,"3","3","2","1"
"1050","1","1",-0.567533059487881,"1",-0.713791591890748,"2","2","2","1"
"1051","1","2",1.36548241236158,"2",-1.60813079172159,"2","2","2","1"
"1052","1","1",-0.567533059487881,"0",1.27846015049485,"3","3","3","1"
"1053","2","1",-0.567533059487881,"1",-2.55583387750918,"1","2","2","1"
"1054","1","1",-0.567533059487881,"2",-0.197940694308763,"2","3","2","1"
"1055","1","1",-0.567533059487881,"1",-1.17034928285412,"2","2","2","1"
"1056","1","1",-0.567533059487881,"1",-0.818542923583642,"2","2","2","1"
"1057","1","1",-0.567533059487881,"0",-0.589275857991648,"2","2","2","1"
"1058","1","2",2.3706504577233,"1",-1.71979966418665,"2","2","2","1"
"1059","1","1",-0.567533059487881,"0",-0.145565028462316,"2","2","2","1"
"1060","1","1",-0.567533059487881,"1",0.425626195297047,"3","2","2","1"
"1061","1","1",-0.567533059487881,"1",-0.706874051118575,"2","2","2","1"
"1062","1","2",1.82940612560545,"1",0.158806765513262,"3","3","3","1"
"1063","1","2",1.44280303123556,"1",-1.65161247657524,"2","2","2","1"
"1064","1","1",-0.567533059487881,"1",-1.6862001804361,"2","2","2","1"
"1065","2","2",1.75208550673147,"2",-0.800754961598056,"2","2","2","1"
"1066","1","2",1.6747648878575,"0",0.86538414438514,"3","3","3","1"
"1067","1","2",1.36548241236158,"0",1.13813289483079,"3","3","3","1"
"1068","1","1",-0.567533059487881,"1",0.124219061652401,"3","3","3","1"
"1069","1","1",-0.567533059487881,"0",-0.34716193096562,"2","2","2","1"
"1070","1","1",-0.567533059487881,"1",-0.16137655022728,"2","2","2","1"
"1071","1","1",-0.567533059487881,"1",-0.631769322734992,"2","2","2","1"
"1072","1","1",-0.567533059487881,"1",0.518518885666218,"3","3","2","1"
"1073","1","2",1.36548241236158,"1",-0.322456428207862,"2","2","2","1"
"1074","1","1",-0.567533059487881,"1",-0.886730111195054,"2","2","2","1"
"1075","1","1",-0.567533059487881,"2",0.780397214898451,"3","3","3","1"
"1076","1","1",-0.567533059487881,"0",-0.150506129013868,"2","2","3","1"
"1077","1","2",1.52012365010954,"1",-2.52322261386894,"1","2","2","1"
"1078","1","1",-0.567533059487881,"4",-0.839295545900158,"2","2","2","2"
"1079","1","1",-0.567533059487881,"0",2.30225618477634,"4","3","3","2"
"1080","1","1",-0.567533059487881,"1",0.656869701109661,"3","3","3","1"
"1081","1","1",-0.567533059487881,"0",-0.211775775853107,"2","2","3","1"
"1082","1","2",0.901558699117711,"1",2.08978886105962,"4","3","3","1"
"1083","1","1",-0.567533059487881,"3",0.635128858682836,"3","3","3","1"
"1084","2","1",-0.567533059487881,"3",0.532353967210562,"3","3","3","1"
"1085","1","1",-0.567533059487881,"3",1.22311982431747,"3","3","3","1"
"1086","1","1",-0.567533059487881,"2",1.04227554413069,"3","2","2","1"
"1087","1","1",-0.567533059487881,"3",-0.302692026001656,"2","3","3","1"
"1088","1","1",-0.567533059487881,"1",0.914795149900654,"3","3","2","1"
"1089","1","2",2.67993293321922,"0",-0.876847910091951,"2","2","3","1"
"1090","1","1",-0.567533059487881,"2",0.30901622228043,"3","2","2","1"
"1091","1","1",-0.567533059487881,"0",-0.62682822218344,"2","2","3","1"
"1092","1","1",-0.567533059487881,"2",-0.262175001478933,"2","2","2","1"
"1093","1","1",-0.567533059487881,"1",-0.350126591296551,"2","2","2","1"
"1094","1","1",-0.567533059487881,"2",-1.55871978620607,"2","2","2","1"
"1095","1","1",-0.567533059487881,"0",0.789291195891244,"3","3","3","1"
"1096","1","1",-0.567533059487881,"1",1.2735190499433,"3","3","3","1"
"1097","1","1",-0.567533059487881,"1",-0.647580844499957,"2","3","2","1"
"1098","1","2",1.6747648878575,"1",2.16192892911227,"4","3","3","1"
"1099","1","1",-0.567533059487881,"1",-0.147541468682936,"2","2","2","1"
"1100","1","1",-0.567533059487881,"3",0.884160326481037,"3","2","3","1"
"1101","1","2",2.13868860110137,"1",0.953335734202758,"3","3","3","1"
"1102","1","1",-0.567533059487881,"2",-0.0605780989756283,"2","2","2","1"
"1103","1","1",-0.567533059487881,"4",-0.81360182303209,"2","2","2","2"
"1104","1","1",-0.567533059487881,"0",-0.0981304631674206,"2","2","3","1"
"1105","1","1",-0.567533059487881,"4",0.46219033937853,"3","3","2","1"
"1106","1","2",1.59744426898352,"2",0.606470475483836,"3","3","2","2"
"1107","1","1",-0.567533059487881,"3",0.248734795551501,"3","3","2","1"
"1108","1","2",1.6747648878575,"3",-0.196952474198452,"2","2","3","1"
"1109","1","1",-0.567533059487881,"3",-0.138647487690143,"2","2","2","1"
"1110","1","1",-0.567533059487881,"0",-0.8145900431424,"2","2","2","1"
"1111","1","1",-0.567533059487881,"2",0.0461496729378858,"2","3","3","1"
"1112","1","1",-0.567533059487881,"0",-0.150506129013868,"2","2","2","1"
"1113","1","1",-0.567533059487881,"0",-1.16738462252318,"2","2","2","1"
"1114","1","1",-0.567533059487881,"1",0.522471766107459,"3","2","2","1"
"1115","1","2",0.592276223621797,"1",0.542236168313665,"3","3","3","1"
"1116","1","1",-0.567533059487881,"1",-0.306644906442897,"2","2","2","2"
"1117","1","1",-0.567533059487881,"3",0.371274089229979,"3","3","3","1"
"1118","2","1",-0.567533059487881,"1",0.255652336323673,"3","2","2","1"
"1119","1","1",-0.567533059487881,"3",-0.263163221589244,"2","3","3","1"
"1120","1","1",-0.567533059487881,"3",0.705292486514868,"3","3","2","1"
"1121","1","1",-0.567533059487881,"1",-0.884753670974433,"2","2","2","1"
"1122","1","1",-0.567533059487881,"5",-0.492430287181237,"2","2","2","2"
"1123","1","1",-0.567533059487881,"1",0.718139347948901,"3","3","2","2"
"1124","1","2",1.2881617934876,"2",-0.207822895411865,"2","3","3","1"
"1125","1","1",-0.567533059487881,"1",0.240829034669019,"3","3","3","1"
"1126","1","1",-0.567533059487881,"2",-1.09524455447053,"2","2","2","1"
"1127","1","2",0.901558699117711,"2",-1.52808496278645,"2","2","2","1"
"1128","1","2",0.901558699117711,"0",0.300122241287637,"3","3","3","1"
"1129","2","2",1.82940612560545,"2",-0.219681536735589,"2","2","2","1"
"1130","1","1",-0.567533059487881,"2",-2.00835993639726,"1","2","2","1"
"1131","1","1",-0.567533059487881,"1",-2.31371995048315,"1","2","3","1"
"1132","1","2",1.36548241236158,"1",0.641058179344696,"3","2","2","1"
"1133","1","2",2.29332983884932,"1",-1.67829441955362,"2","2","2","1"
"1134","1","1",-0.567533059487881,"5",-0.717744472331989,"2","2","2","2"
"1135","1","1",-0.567533059487881,"1",0.497766263349702,"3","2","2","1"
"1136","1","2",1.98404736335341,"2",1.26166040861958,"3","3","3","1"
"1137","2","2",1.44280303123556,"1",1.9820728690358,"3","3","3","2"
"1138","1","2",2.06136798222739,"1",0.0955606784534017,"3","3","2","1"
"1139","1","1",-0.567533059487881,"1",-0.527017991042098,"2","2","2","1"
"1140","1","1",-0.567533059487881,"2",0.480966521474425,"3","2","2","1"
"1141","1","2",2.44797107659728,"1",0.251699455882432,"3","2","2","1"
"1142","1","1",-0.567533059487881,"1",0.291228260294845,"3","3","3","1"
"1143","1","1",-0.567533059487881,"6",-1.27707705476763,"2","2","2","2"
"1144","1","2",1.6747648878575,"0",0.80806737798714,"3","3","3","1"
"1145","1","1",-0.567533059487881,"2",-0.136671047469522,"2","2","2","1"
"1146","1","1",-0.567533059487881,"0",-0.757273276744402,"2","2","2","1"
"1147","1","1",-0.567533059487881,"1",-0.384714295157412,"2","2","3","1"
"1148","1","2",1.90672674447943,"0",1.05808706589565,"3","3","3","1"
"1149","1","1",-0.567533059487881,"3",-0.993457883108568,"2","2","2","1"
"1150","2","1",-0.567533059487881,"2",-1.54686114488235,"2","2","2","1"
"1151","1","1",-0.567533059487881,"5",-0.525041550821478,"2","2","2","2"
"1152","1","2",1.2881617934876,"0",-0.145565028462316,"2","2","3","1"
"1153","1","1",-0.567533059487881,"1",-0.255257460706761,"2","2","2","1"
"1154","1","1",-0.567533059487881,"1",-1.78304575124651,"2","2","2","1"
"1155","1","2",1.44280303123556,"1",0.263558097206156,"3","2","2","1"
"1156","1","1",-0.567533059487881,"4",-0.850165967113572,"2","2","2","2"
"1157","1","1",-0.567533059487881,"1",-0.549747053579236,"2","2","2","1"
"1158","1","1",-0.567533059487881,"1",-0.78296699961247,"2","2","2","1"
"1159","2","1",-0.567533059487881,"1",0.133113042645194,"3","3","2","1"
"1160","1","1",-0.567533059487881,"0",-1.19209012528094,"2","2","2","1"
"1161","1","2",1.59744426898352,"0",-1.67137687878145,"2","2","2","1"
"1162","2","1",-0.567533059487881,"3",-0.0358725962178703,"2","3","3","1"
"1163","1","1",-0.567533059487881,"0",-1.03990422829315,"2","2","2","1"
"1164","1","2",1.75208550673147,"1",1.04919308490286,"3","3","3","1"
"1165","1","2",1.90672674447943,"2",-0.726638453324782,"2","2","2","1"
"1166","2","2",1.44280303123556,"0",2.70149710934171,"4","3","3","1"
"1167","1","1",-0.567533059487881,"3",-1.21284274759746,"2","2","2","1"
"1168","1","1",-0.567533059487881,"1",-0.180152732323177,"2","3","3","1"
"1169","1","1",-0.567533059487881,"1",-0.213752216073728,"2","3","3","1"
"1170","2","1",-0.567533059487881,"1",-1.02804558696943,"2","2","2","1"
"1171","1","1",-0.567533059487881,"0",0.379179850112463,"3","2","3","1"
"1172","1","1",-0.567533059487881,"1",-0.778025899060918,"2","2","2","1"
"1173","1","1",-0.567533059487881,"2",-0.222646197066521,"2","2","2","1"
"1174","1","1",-0.567533059487881,"1",1.16086195736792,"3","3","3","1"
"1175","1","2",2.44797107659728,"1",-1.14465555998605,"2","2","2","1"
"1176","1","2",1.90672674447943,"0",-0.37582031416462,"2","2","2","1"
"1177","1","1",-0.567533059487881,"4",0.0856784773502984,"3","2","3","1"
"1178","1","1",-0.567533059487881,"3",-0.803719621928986,"2","2","2","1"
"1179","1","2",2.21600921997535,"3",-0.299727365670725,"2","2","3","1"
"1180","1","2",1.21084117461363,"1",0.612399796145698,"3","2","2","1"
"1181","1","1",-0.567533059487881,"0",0.426614415407357,"3","3","2","1"
"1182","1","2",2.13868860110137,"1",0.906889389018173,"3","3","3","1"
"1183","1","1",-0.567533059487881,"3",1.50673899597653,"3","3","2","2"
"1184","1","2",1.90672674447943,"2",-0.109000884380834,"2","2","2","1"
"1185","1","1",-0.567533059487881,"2",0.634140638572525,"3","3","3","1"
"1186","1","1",-0.567533059487881,"3",0.705292486514868,"3","3","3","1"
"1187","1","2",0.360314366999861,"0",-0.473654105085341,"2","2","2","1"
"1188","1","2",1.44280303123556,"2",1.12429781328644,"3","3","3","1"
"1189","1","1",-0.567533059487881,"1",-0.516147569828684,"2","2","3","1"
"1190","1","2",1.59744426898352,"0",-0.513182909497753,"2","2","2","1"
"1191","1","1",-0.567533059487881,"0",-1.82553921598985,"2","1","2","1"
"1192","2","1",-0.567533059487881,"2",-0.405466917473929,"2","2","3","1"
"1193","2","1",-0.567533059487881,"4",1.64805447175091,"3","3","4","2"
"1194","2","2",0.592276223621797,"5",-0.834354445348607,"2","2","2","2"
"1195","1","1",-0.567533059487881,"1",-0.0546487783137661,"2","2","3","1"
"1196","1","1",-0.567533059487881,"1",0.438473056731082,"3","3","2","1"
"1197","1","1",-0.567533059487881,"1",0.155842105182332,"3","2","2","1"
"1198","1","1",-0.567533059487881,"4",1.2448606667443,"3","3","3","1"
"1199","1","2",1.44280303123556,"2",-1.14465555998605,"2","2","2","1"
"1200","1","2",1.98404736335341,"1",1.09366298986682,"3","3","3","1"
"1201","1","2",1.36548241236158,"1",1.02349936203479,"3","3","2","1"
"1202","1","2",2.13868860110137,"2",0.945429973320274,"3","3","3","1"
"1203","1","1",-0.567533059487881,"0",-0.728614893545403,"2","3","3","1"
"1204","1","2",2.44797107659728,"1",0.230946833565916,"3","3","3","1"
"1205","2","1",-0.567533059487881,"1",1.25869574828864,"3","3","3","2"
"1206","1","1",-0.567533059487881,"1",0.0560318740409892,"3","2","2","1"
"1207","1","2",1.36548241236158,"0",-0.836330885569227,"2","2","2","1"
"1208","1","2",1.36548241236158,"2",-0.696991850015472,"2","2","2","1"
"1209","1","1",-0.567533059487881,"3",0.24774657544119,"3","3","2","1"
"1210","2","2",2.13868860110137,"0",0.381156290333083,"3","3","3","1"
"1211","1","1",-0.567533059487881,"1",1.17370881880196,"3","3","3","1"
"1212","1","1",-0.567533059487881,"1",0.202288450366916,"3","3","3","1"
